row_id,gene,description,Diet,GOterms
512,NTSR1,product neurotensin receptor type 1,ProteinUp,"GO:0016492,GO:0007186,GO:0004930,GO:0016021,GO:0016492,GO:0042802,GO:0005887,GO:0045121,GO:0010628,GO:0043066,GO:0008344,GO:0007218,GO:0051092,GO:0007186,GO:0004930,GO:0016021"
513,NUDT2,"product nudix hydrolase 2, transcript variant X8",LipidUp,"GO:0008796,GO:0016787"
514,NUP62CL,"product nucleoporin 62 C-terminal like, transcript variant X2",LipidUp,"GO:0051169,GO:0017056,GO:0005643,GO:0051169,GO:0005737,GO:0005654,GO:0031965,GO:0045893,GO:0005813,GO:0008285,GO:0072686,GO:0007166,GO:0000922,GO:0007098,GO:0007080,GO:0043066,GO:0005643,GO:0090543,GO:0043130,GO:0042169,GO:1990904,GO:0043123,GO:0045840,GO:0008219,GO:0005635,GO:1904781,GO:0030159,GO:0060236,GO:0043069,GO:0007100,GO:0046601,GO:0098534,GO:1903438,GO:0017056,GO:0051169,GO:0017056,GO:0005643"
515,NUSAP1,"product nucleolar and spindle associated protein 1, transcript variant X2",ProteinUp,"GO:0005730,GO:0000070,GO:0008017,GO:0045840,GO:0000281,GO:0072686,GO:0005819,GO:0040001,GO:0000226,GO:0005874,GO:0007076"
516,OIT3,product oncoprotein-induced transcript 3 protein,ProteinUp,"GO:1903118,GO:0005509"
517,OLFML2A,product olfactomedin-like protein 2A,LipidUp,"GO:0042802,GO:0031012,GO:0030198,GO:0050840"
518,ORC5,"product origin recognition complex subunit 5, transcript variant X5",ProteinUp,"GO:0005829,GO:0005654,GO:0006275,GO:0000785,GO:0000808,GO:0005664,GO:0006260,GO:0005634,GO:0000808,GO:0006260,GO:0005634"
519,OSBPL10,product oxysterol-binding protein-related protein 10,ProteinUp,"GO:0008289,GO:0001786,GO:0015485,GO:0008289"
520,OSBPL9,product oxysterol-binding protein-related protein 9 isoform X5,ProteinUp,"GO:0008289,GO:0005829,GO:0043231,GO:0005794,GO:0008289,GO:0008289,GO:0008289,GO:0008289,GO:0008289,GO:0008289,GO:0008289,GO:0008289"
521,OXNAD1,product oxidoreductase NAD-binding domain-containing protein 1 isoform X4,ProteinUp,GO:0016491
522,PACC1,product proton activated chloride channel 1,ProteinUp,"GO:0005887,GO:0006821,GO:0061797"
523,PAIP1,product polyadenylate-binding protein-interacting protein 1 isoform X2,ProteinUp,"GO:0003723,GO:0005515"
524,PAK5,product serine/threonine-protein kinase PAK 5,ProteinUp,"GO:0005654,GO:0045202,GO:0007626,GO:0007613,GO:0005739,GO:0007612,GO:2001237,GO:0004674,GO:0006915,GO:0007010,GO:0005524,GO:0006468,GO:0004672"
525,PALB2,"product partner and localizer of BRCA2, transcript variant X4",ProteinUp,"GO:0005654,GO:0032991,GO:0003677,GO:0000724,GO:0005515,GO:1990391"
526,PAM,"product peptidylglycine alpha-amidating monooxygenase, transcript variant X7",ProteinUp,"GO:0008270,GO:0006518,GO:0010043,GO:0004504,GO:0004598,GO:0001519,GO:0005507,GO:0004497,GO:0016715,GO:0003824,GO:0016020,GO:0005515,GO:0006518,GO:0005507,GO:0004497,GO:0016715,GO:0003824,GO:0016020,GO:0005515,GO:0006518,GO:0005507,GO:0004497,GO:0016715,GO:0003824,GO:0016020,GO:0005515,GO:0006518,GO:0005507,GO:0004497,GO:0016715,GO:0003824,GO:0016020,GO:0005515"
527,PARPBP,product PCNA-interacting partner isoform X3,ProteinUp,"GO:2000042,GO:2000042,GO:0005654,GO:0000785"
528,PCBP4,"product poly(rC) binding protein 4, transcript variant X5",ProteinUp,"GO:0005829,GO:0003730,GO:0043488,GO:0003723,GO:0003676"
529,PCGF5,product polycomb group RING finger protein 5 isoform X2,ProteinUp,"GO:0005634,GO:0005654,GO:0045944,GO:0031519,GO:0005794,GO:0005813,GO:0036353,GO:0000805,GO:0060819"
530,PCSK2,"product proprotein convertase subtilisin/kexin type 2, transcript variant X2",LipidUp,"GO:0005654,GO:0043231,GO:0005615,GO:0016020,GO:0006508,GO:0004252,GO:0016486,GO:0030070,GO:0008236,GO:0008236,GO:0004252,GO:0006508"
531,PCTP,"product phosphatidylcholine transfer protein, transcript variant X2",ProteinUp,"GO:0015914,GO:0008525,GO:0031210"
532,PCYOX1,product prenylcysteine oxidase 1,LipidUp,
533,PDGFRL,"product platelet derived growth factor receptor like, transcript variant X3",ProteinUp,
534,PDP2,"product pyruvate dehyrogenase phosphatase catalytic subunit 2, transcript variant X4",ProteinUp,"GO:0043169,GO:0004722,GO:0016791,GO:0006470"
535,PERCC1,product proline and glutamate rich with coiled coil 1,LipidUp,
536,PEX2,product peroxisome biogenesis factor 2,ProteinUp,"GO:0000122,GO:0007031,GO:0016558,GO:0031648,GO:0050680,GO:0000038,GO:0006635,GO:0048147,GO:0005779,GO:0016593,GO:0046872"
537,PEX5,"product peroxisomal biogenesis factor 5, transcript variant X2",ProteinUp,"GO:0005737,GO:0016020,GO:0001764,GO:0005829,GO:0032991,GO:0019899,GO:0005794,GO:0016558,GO:0005777,GO:0021895,GO:0000038,GO:0047485,GO:0021795,GO:0040018,GO:0031267,GO:0045046,GO:0007005,GO:0007029,GO:0006635,GO:0044255,GO:0048468,GO:0050905,GO:0007031,GO:0031333,GO:0000268,GO:0016560,GO:0007006,GO:0005515,GO:0005052,GO:0033328,GO:0140311,GO:0005515,GO:0005515"
538,PFDN4,product prefoldin subunit 4,ProteinUp,"GO:0005634,GO:0005737,GO:0005739,GO:0016272,GO:0051082,GO:0006457,GO:0001540,GO:1905907,GO:0016272,GO:0051082,GO:0006457"
539,PHGDH,product phosphoglycerate dehydrogenase,ProteinUp,"GO:0010468,GO:0022008,GO:0009448,GO:0021915,GO:0031175,GO:0070314,GO:0006541,GO:0006544,GO:0006563,GO:0006566,GO:0019530,GO:0021510,GO:0021782,GO:0051287,GO:0016616"
540,PHLDA3,product pleckstrin homology-like domain family A member 3,LipidUp,"GO:0043065,GO:0005886,GO:0005547,GO:0043325,GO:0005546,GO:0010314,GO:0032266,GO:0080025,GO:0051898,GO:0042771,GO:1901981"
541,PHOSPHO2,product pyridoxal phosphate phosphatase PHOSPHO2,ProteinUp,GO:0016791
542,PIP5K1B,"product phosphatidylinositol-4-phosphate 5-kinase type 1 beta, transcript variant X6",ProteinUp,"GO:0046488,GO:0005829,GO:0006661,GO:0016308,GO:0001931,GO:0016307"
543,PITPNM2,product phosphatidylinositol transfer protein membrane associated 2,LipidUp,"GO:0005509,GO:0030971,GO:0008526,GO:0048015,GO:0005548,GO:0015914,GO:0046872,GO:0005548,GO:0015914,GO:0046872,GO:0005548,GO:0015914,GO:0046872,GO:0005548,GO:0015914,GO:0046872"
544,PLK1,product serine/threonine-protein kinase PLK1,ProteinUp,"GO:0005634,GO:0006468,GO:0042802,GO:0019901,GO:0004672,GO:1904668,GO:0008017,GO:0005813,GO:0005819,GO:0000281,GO:0001578,GO:0032465,GO:0030496,GO:0000122,GO:0004674,GO:0018105,GO:0016567,GO:0007098,GO:0000776,GO:0031648,GO:0043066,GO:0045862,GO:0045184,GO:0033365,GO:0000779,GO:0000278,GO:0005814,GO:0097431,GO:0032436,GO:0000132,GO:0007094,GO:0000775,GO:0000086,GO:0005876,GO:0015630,GO:0000070,GO:0000287,GO:0005524,GO:0000785,GO:0030071,GO:0045736,GO:0000795,GO:0016321,GO:0043393,GO:0045143,GO:0070194,GO:0010997,GO:0007346,GO:0010800,GO:0051081,GO:0051443,GO:0071168,GO:0090435,GO:1901673,GO:1904776,GO:0000922,GO:0034451,GO:0051233,GO:0007095,GO:0005515,GO:0000940"
545,PLLP,product plasmolipin,LipidUp,GO:0016020
546,POLR3D,"product RNA polymerase III subunit D, transcript variant X2",ProteinUp,"GO:0005829,GO:0005654,GO:0003682,GO:0032728,GO:0045089,GO:0005666,GO:0006383,GO:0003677,GO:0005666,GO:0006383,GO:0003677"
547,POT1,product protection of telomeres protein 1,LipidUp,"GO:0005654,GO:0032212,GO:0051973,GO:0007004,GO:0000781,GO:0042162,GO:0098505,GO:0032211,GO:0051974,GO:0061820,GO:0000783,GO:0070187,GO:0032508,GO:0017151,GO:0010521,GO:0043047,GO:0061821,GO:1905773,GO:1990955,GO:0032202,GO:0032210,GO:0051096,GO:0060383,GO:0070200,GO:1905774,GO:1905776,GO:2001032,GO:0000723,GO:0003677,GO:0016233"
548,PPA2,"product inorganic pyrophosphatase 2, mitochondrial",ProteinUp,"GO:0006796,GO:0004427,GO:0005739,GO:0004722,GO:0051881,GO:0000287,GO:0005737,GO:0071344"
549,PPP1R3G,product protein phosphatase 1 regulatory subunit 3G,LipidUp,
550,PRMT7,product protein arginine N-methyltransferase 7,ProteinUp,"GO:0005634,GO:0005829,GO:0005654,GO:0001650,GO:0000387,GO:0043046,GO:0008469,GO:0008757,GO:0016277,GO:0035241,GO:0035243,GO:0043021,GO:0044020,GO:0006349,GO:0016571,GO:0018216,GO:0034969,GO:0016274,GO:0006479,GO:0008168"
551,PRMT9,product protein arginine N-methyltransferase 9,ProteinUp,"GO:0005737,GO:0006397,GO:0035243,GO:0016274,GO:0018216,GO:0005515"
552,PRORP,"product protein only RNase P catalytic subunit, transcript variant X3",ProteinUp,"GO:0005654,GO:0005739,GO:0004526,GO:0042645,GO:0097745,GO:0008033,GO:0005515,GO:0030678"
553,PRR7,product proline-rich protein 7,ProteinUp,
554,PTCRA,product pre T-cell antigen receptor alpha,ProteinUp,
555,PTMS,product parathymosin,LipidUp,
556,PTPMT1,product protein tyrosine phosphatase mitochondrial 1,ProteinUp,"GO:0005739,GO:0004439,GO:2001242,GO:0008138,GO:0004721,GO:0016791,GO:0016311,GO:0006470,GO:0008962,GO:0032049"
557,PUDP,product pseudouridine-5'-phosphatase,ProteinUp,
558,PUS7,product pseudouridylate synthase 7 homolog,ProteinUp,"GO:0005634,GO:0019899,GO:0017148,GO:0009982,GO:0031119,GO:1902036,GO:2000380,GO:0009451,GO:0001522,GO:0003723,GO:1990481"
559,RAB15,"product RAB15, member RAS oncogene family",LipidUp,"GO:0005737,GO:0048471,GO:0010008,GO:0005929,GO:1903307,GO:0003924,GO:0005525,GO:0003924,GO:0005525"
560,RAB44,product ras-related protein Rab-44,LipidUp,
561,RAD51C,product RAD51 paralog C,ProteinUp,"GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0030054,GO:0043231,GO:0048471,GO:0007283,GO:0005739,GO:0000724,GO:0006281,GO:0010971,GO:0005657,GO:0007141,GO:0006310,GO:0000400,GO:0008821,GO:0000722,GO:0033065,GO:0033063,GO:0007131,GO:0007066,GO:0048476,GO:0008094,GO:0003677,GO:0005524"
562,RALGPS2,product ras-specific guanine nucleotide-releasing factor RalGPS2 isoform X2,ProteinUp,"GO:0032485,GO:0007264,GO:0005085,GO:0032485,GO:0007264,GO:0005085"
563,RAPGEFL1,product Rap guanine nucleotide exchange factor like 1,ProteinUp,
564,RAPSN,product receptor associated protein of the synapse,ProteinUp,"GO:0005829,GO:0005886,GO:0016020,GO:0033130,GO:0005813,GO:0031594,GO:0005794,GO:0045202,GO:0007271,GO:0099634,GO:0097049,GO:0043495,GO:0007268,GO:0005515,GO:2000673"
565,RBBP7,"product RB binding protein 7, chromatin remodeling factor, transcript variant X2",ProteinUp,"GO:0005634,GO:0005829,GO:0005654,GO:0042393,GO:0045892,GO:0035098,GO:0000122,GO:0000781,GO:0030308,GO:0003723,GO:0000118,GO:0016581,GO:0070370,GO:0005515,GO:0006355,GO:0006338,GO:0016575,GO:1904949,GO:0016589"
566,RBM44,product RNA-binding protein 44,ProteinUp,
567,REM1,product RRAD and GEM like GTPase 1,LipidUp,
568,RENBP,product renin binding protein,LipidUp,
569,REPS2,product ralBP1-associated Eps domain-containing protein 2 isoform X2,ProteinUp,"GO:0005509,GO:0005515,GO:0005509,GO:0005515"
570,RFC1,product replication factor C subunit 1,ProteinUp,"GO:0005663,GO:0003689,GO:0016887,GO:0006260,GO:0006281,GO:0003677,GO:0005524,GO:0005663,GO:0003689,GO:0016887,GO:0006260,GO:0006281,GO:0003677,GO:0005524,GO:0005663,GO:0003689,GO:0016887,GO:0006260,GO:0006281,GO:0003677,GO:0005524,GO:0005654,GO:0005663,GO:0061860,GO:0090618,GO:0031391,GO:0003689,GO:0016887,GO:0006260,GO:0006281,GO:0003677,GO:0005524,GO:0005663,GO:0003689,GO:0016887,GO:0006260,GO:0006281,GO:0003677,GO:0005524"
571,RFK,product riboflavin kinase,ProteinUp,"GO:0009231,GO:0008531,GO:0006915,GO:0033864,GO:0072593,GO:0009231,GO:0008531,GO:0006771"
572,RHOBTB3,product rho-related BTB domain-containing protein 3,ProteinUp,"GO:0005524,GO:0016887,GO:0042147,GO:0031267,GO:0003924,GO:0016192,GO:0005525"
573,RHPN2,product rhophilin Rho GTPase binding protein 2,ProteinUp,"GO:0005886,GO:0051497,GO:0003094,GO:0007165,GO:0005515"
574,RINT1,"product RAD50 interactor 1, transcript variant X2",ProteinUp,"GO:0005783,GO:0060628,GO:0070939,GO:0006888,GO:0006890,GO:0007095"
575,RIOK3,product serine/threonine-protein kinase RIO3,ProteinUp,"GO:0004674,GO:0030490,GO:0043124,GO:0032728,GO:0045089,GO:0030688,GO:0089720,GO:0071359,GO:0098586,GO:0039534,GO:0031333,GO:1990786,GO:0005524,GO:0006468"
576,RIPPLY2,product ripply transcriptional repressor 2,ProteinUp,"GO:0036342,GO:0010468,GO:0007219,GO:0007368,GO:0001503,GO:0060349,GO:0001756,GO:0009798,GO:0032525"
577,RNASEL,product ribonuclease L,ProteinUp,"GO:0003723,GO:0045944,GO:0045444,GO:0046326,GO:0043488,GO:0043021,GO:0004540,GO:0006397,GO:0005524,GO:0006468,GO:0004672,GO:0005515,GO:0045071,GO:0051607"
578,RND3,product Rho family GTPase 3,ProteinUp,"GO:0003924,GO:0005525"
579,RNF123,product ring finger protein 123,ProteinUp,"GO:0005829,GO:0031965,GO:0005737,GO:0005515,GO:0005515,GO:0005515,GO:0005515"
580,RNF138,"product ring finger protein 138, transcript variant X3",ProteinUp,"GO:0019901,GO:0016567,GO:0000724,GO:0035861,GO:0061630,GO:0003697,GO:0010792"
581,RNF144B,"product ring finger protein 144B, transcript variant X2",ProteinUp,"GO:0004842,GO:0016567,GO:0005737,GO:0006511,GO:0031966,GO:0004842,GO:0043066,GO:0016567"
582,RPAP2,"product RNA polymerase II associated protein 2, transcript variant X3",ProteinUp,"GO:0043175,GO:0070940,GO:0008420,GO:0043175,GO:0005634,GO:0005737,GO:0005829,GO:0005730,GO:0008420,GO:0016591,GO:0070940,GO:0009301,GO:0043175,GO:0070940,GO:0008420"
583,RPAP3,"product RNA polymerase II associated protein 3, transcript variant X3",ProteinUp,"GO:0005829,GO:0097255,GO:0005515,GO:1990062"
584,RPF1,product ribosome production factor 1 homolog,ProteinUp,"GO:0005730,GO:0003723,GO:0006364,GO:0019843,GO:0042134"
585,RPL7L1,product ribosomal protein L7 like 1,ProteinUp,"GO:0000463,GO:0022625,GO:0003735"
586,RPP30,product ribonuclease P protein subunit p30 isoform X2,ProteinUp,"GO:0004526,GO:0033204,GO:0001682,GO:0000172,GO:0030681,GO:0008033,GO:0003824,GO:0008033,GO:0003824"
587,RPP40,product ribonuclease P protein subunit p40 isoform X2,ProteinUp,"GO:0004526,GO:0033204,GO:0001682,GO:0030681,GO:0030677"
588,RPS27L,product ribosomal protein S27 like,ProteinUp,"GO:0005634,GO:0045727,GO:0042771,GO:0006919,GO:0006978,GO:0008494,GO:0031571,GO:0008656,GO:0005840,GO:0006412,GO:0003735"
589,RRH,product visual pigment-like receptor peropsin,LipidUp,"GO:0007601,GO:0007186,GO:0004930,GO:0016021"
590,RRM2B,"product ribonucleotide reductase regulatory TP53 inducible subunit M2B, transcript variant X3",ProteinUp,"GO:0009263,GO:0016491,GO:0009263,GO:0016491,GO:0042802,GO:0005654,GO:0006281,GO:0001822,GO:0006979,GO:0003014,GO:0006264,GO:0009200,GO:0009263,GO:1902254,GO:0004748,GO:0016491,GO:0005829,GO:0009185,GO:0009265,GO:0010971,GO:0070318"
591,RTCA,product RNA 3'-terminal phosphate cyclase,LipidUp,"GO:0003963,GO:0005654,GO:0006396,GO:0003824,GO:0003963,GO:0006396,GO:0003824"
592,RTN4IP1,"product reticulon-4-interacting protein 1, mitochondrial",ProteinUp,"GO:0005741,GO:0005739,GO:0016491,GO:0008270"
593,RUNDC3A,product RUN domain-containing protein 3A isoform X2,ProteinUp,GO:0043231
594,RYBP,product RING1 and YY1-binding protein,ProteinUp,"GO:0005634,GO:0005654,GO:0043065,GO:0045893,GO:0031519,GO:0003677,GO:0003714,GO:0000122,GO:0035518,GO:0032435"
595,S100A11,product S100 calcium binding protein A11,ProteinUp,"GO:0005634,GO:0005737,GO:0042803,GO:0001726,GO:0048306,GO:0044548,GO:0014911,GO:0042127,GO:0005509"
596,SAMM50,product sorting and assembly machinery component 50 homolog,ProteinUp,"GO:0016021,GO:0005739,GO:0045040,GO:0042407,GO:0019867,GO:0033108,GO:0001401,GO:0005741"
597,SCRT2,product transcriptional repressor scratch 2,LipidUp,"GO:0005634,GO:0000122,GO:2001222,GO:1990837"
598,SEC61G,"product SEC61 translocon gamma subunit, transcript variant X4",ProteinUp,"GO:0016020,GO:0043022,GO:0006605,GO:0008320,GO:0015031,GO:0006886"
599,SELENOK,"product selenoprotein K, transcript variant X2",ProteinUp,"GO:0042802,GO:0005783,GO:0006979,GO:0005789,GO:0018345,GO:0006816,GO:0070059,GO:0042102,GO:0032760,GO:0010742,GO:0045728,GO:0051223,GO:2000406,GO:0002230,GO:0050848,GO:0071639,GO:0042098,GO:0032755,GO:1990266,GO:0032722,GO:0051649,GO:0072678,GO:1902624"
600,SEMA4C,product semaphorin 4C,ProteinUp,"GO:0001843,GO:0014069,GO:0030672,GO:0071526,GO:0032874,GO:0021549,GO:0042692,GO:0021535,GO:0030215,GO:0005515"
601,SETD4,product SET domain-containing protein 4 isoform X4,ProteinUp,"GO:0005634,GO:0005829,GO:0034773,GO:0042799,GO:0016279,GO:0005515,GO:0018023"
602,SETD7,"product SET domain containing 7, histone lysine methyltransferase",ProteinUp,"GO:0005730,GO:0002039,GO:0016279,GO:0006974,GO:0018024,GO:0006479,GO:0018026,GO:0018027,GO:0018022,GO:0051570,GO:0070828,GO:0034968,GO:0005694,GO:0006355,GO:0005515"
603,SFXN2,"product sideroflexin 2, transcript variant X8",ProteinUp,"GO:0005739,GO:0005741,GO:1990542,GO:0006811,GO:0015075,GO:0016020,GO:0055085"
604,SH2D1A,product SH2 domain-containing protein 1A isoform X2,LipidUp,"GO:0005737,GO:0050776,GO:0042267,GO:0045954,GO:0006959,GO:0050860"
605,SH2D1B,product SH2 domain-containing protein 1B,ProteinUp,
606,SH3GLB1,"product SH3 domain containing GRB2 like, endophilin B1",ProteinUp,
607,SHPK,product sedoheptulokinase,LipidUp,"GO:0050277,GO:0005737,GO:0050727,GO:0071222,GO:0016310,GO:0071353,GO:0005975,GO:0043030,GO:0009052,GO:0035963,GO:0016773"
608,SIVA1,"product SIVA1 apoptosis inducing factor, transcript variant X3",ProteinUp,"GO:0005654,GO:0097191,GO:0001618,GO:0005164,GO:0005175"
609,SKA1,product spindle and kinetochore-associated protein 1,LipidUp,"GO:0007059,GO:0051301,GO:0008017"
610,SLC10A4,product solute carrier family 10 member 4,ProteinUp,"GO:0016020,GO:0016020"
611,SLC12A5,product solute carrier family 12 member 5,ProteinUp,"GO:0015377,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085,GO:0022857,GO:0016021,GO:0015377,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085,GO:0022857,GO:0016021,GO:0015377,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085,GO:0022857,GO:0016021,GO:0015377,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085,GO:0022857,GO:0016021,GO:0005886,GO:0016021,GO:0006821,GO:0007268,GO:0035264,GO:0071944,GO:0015108,GO:0007612,GO:0006811,GO:0060996,GO:0006873,GO:0043025,GO:0009410,GO:0040040,GO:0015379,GO:0006971,GO:0030644,GO:0043005,GO:0015377,GO:1902476,GO:0016020,GO:0005887,GO:0055085,GO:0022857,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085,GO:0016021,GO:0015379,GO:0007268,GO:1902476,GO:0006811,GO:0016020,GO:0005887,GO:0055085"
612,SLC24A4,"product solute carrier family 24 member 4, transcript variant X3",ProteinUp,"GO:0005737,GO:0016020,GO:0005886,GO:0010628,GO:0005516,GO:0007608,GO:0035725,GO:0071805,GO:0006874,GO:0070588,GO:0098703,GO:0016324,GO:0008273,GO:0048306,GO:0097186,GO:0006811,GO:0005887,GO:0055085,GO:0016021,GO:0031982,GO:0021630,GO:0050911,GO:1990834,GO:0007602,GO:0008277,GO:0010469,GO:0042756,GO:1903998,GO:1990680,GO:0036368,GO:0050849,GO:0055074,GO:0071486,GO:0086009,GO:1990034,GO:0120199,GO:0008273,GO:0006811,GO:0005887,GO:0055085,GO:0016021,GO:0008273,GO:0006811,GO:0005887,GO:0055085,GO:0016021,GO:0008273,GO:0006811,GO:0005887,GO:0055085,GO:0016021,GO:0008273,GO:0006811,GO:0005887,GO:0055085,GO:0016021"
613,SLC25A15,"product solute carrier family 25 member 15, transcript variant X2",ProteinUp,"GO:0005739,GO:0015189,GO:0015297,GO:1903401,GO:0061459,GO:1903826"
614,SLC25A21,"product solute carrier family 25 member 21, transcript variant X3",ProteinUp,"GO:0015139,GO:1990550"
615,SLC25A30,"product solute carrier family 25 member 30, transcript variant X2",ProteinUp,"GO:0006839,GO:0005739,GO:0031966"
616,SLC25A34,product solute carrier family 25 member 34,ProteinUp,GO:0001835
617,SLC25A40,"product solute carrier family 25 member 40, transcript variant X2",LipidUp,"GO:0048821,GO:0055085"
618,SLC2A10,"product solute carrier family 2 member 10, transcript variant X2",ProteinUp,"GO:0005829,GO:0010628,GO:0005886,GO:0010629,GO:0048471,GO:0055085,GO:0022857,GO:0016021,GO:0030512,GO:0098708,GO:0055056,GO:2001045,GO:0030511,GO:0032683,GO:0043588,GO:0045454,GO:0060392,GO:0060840,GO:0072498,GO:1902729,GO:1902730,GO:1903053,GO:0033300,GO:0070837"
619,SLC35F6,product solute carrier family 35 member F6,ProteinUp,"GO:0008284,GO:0055085,GO:1901029,GO:0005515,GO:0022857,GO:0005654,GO:0005765,GO:0005829,GO:0016021"
620,SLC35G1,product solute carrier family 35 member G1,ProteinUp,"GO:0005886,GO:0005789,GO:0051480,GO:1990034,GO:0016020,GO:0016021,GO:0016020,GO:0016021"
621,SLC37A3,product sugar phosphate exchanger 3 isoform X2,ProteinUp,"GO:0030176,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0022857,GO:0016021,GO:0055085,GO:0022857,GO:0016021"
622,SLC39A8,product zinc transporter ZIP8,ProteinUp,"GO:0005886,GO:0016324,GO:0005765,GO:0006351,GO:0016323,GO:0006487,GO:0006355,GO:0042391,GO:0015106,GO:0015701,GO:0031090,GO:0006882,GO:0006829,GO:0005381,GO:0005384,GO:0015086,GO:0015296,GO:0070574,GO:0071421,GO:0071577,GO:0030198,GO:0006525,GO:0061757,GO:1990079,GO:0005385,GO:0097079,GO:0140412,GO:0006876,GO:0030026,GO:0071578,GO:0097080,GO:0098711,GO:1990540,GO:0030001,GO:0046873,GO:0016020,GO:0055085"
623,SLC4A4,"product solute carrier family 4 member 4, transcript variant X7",ProteinUp,"GO:0016020,GO:0005452,GO:0008509,GO:0006820,GO:0016021,GO:0016020,GO:0005886,GO:0016323,GO:0035725,GO:0009986,GO:0042391,GO:0045821,GO:0051453,GO:0008510,GO:0015293,GO:0042802,GO:0006814,GO:0015701,GO:0036376,GO:0055085,GO:0005452,GO:0008509,GO:0006820,GO:0016021"
624,SLTM,"product SAFB like transcription modulator, transcript variant X3",LipidUp,"GO:0005654,GO:0016604,GO:0003723,GO:0003676"
625,SMAD6,product SMAD family member 6,LipidUp,"GO:0005634,GO:0042802,GO:0005829,GO:0005654,GO:0016604,GO:0003682,GO:0034713,GO:0003148,GO:0032991,GO:0005794,GO:0008285,GO:1902895,GO:0030509,GO:0003170,GO:0003281,GO:0035904,GO:0060976,GO:0032496,GO:0001657,GO:0006955,GO:0043066,GO:0070411,GO:0070412,GO:0003180,GO:0003184,GO:0003183,GO:0000976,GO:0030279,GO:0030514,GO:0045668,GO:0045444,GO:0030512,GO:0031625,GO:0031589,GO:0070410,GO:0070698,GO:0007352,GO:0010991,GO:0034616,GO:0060394,GO:0007179,GO:0005667,GO:0006355,GO:0005515,GO:0140416"
626,SMDT1,product single-pass membrane protein with aspartate rich tail 1,ProteinUp,"GO:0005654,GO:0005739,GO:0031305,GO:0006851,GO:1990246,GO:0051560,GO:0036444,GO:0005743"
627,SMIM11A,"product small integral membrane protein 11A, transcript variant X2",LipidUp,
628,SMIM3,"product small integral membrane protein 3, transcript variant X2",ProteinUp,GO:0042802
629,SMO,"product smoothened, frizzled class receptor",LipidUp,"GO:0007166,GO:0004888,GO:0007224,GO:0016020,GO:0016021,GO:0005886,GO:0005901,GO:0010628,GO:0005929,GO:0005794,GO:0043231,GO:0048745,GO:0030335,GO:0005113,GO:0007224,GO:0060242,GO:0007166,GO:0004888,GO:0016020,GO:0016021"
630,SMS,product spermine synthase,ProteinUp,"GO:0016768,GO:0008215,GO:0006597"
631,SNAPC1,product snRNA-activating protein complex subunit 1,ProteinUp,"GO:0005654,GO:0005730"
632,SORD,product sorbitol dehydrogenase,LipidUp,"GO:0016491,GO:0008270,GO:0016020,GO:0042802,GO:0030317,GO:0008270,GO:0005739,GO:0070062,GO:0005829,GO:0031514,GO:0051287,GO:0006060,GO:0003939,GO:0006062,GO:0046370,GO:0051160,GO:0051164,GO:0016491,GO:0047833"
633,SOWAHC,product sosondowah ankyrin repeat domain family member C,ProteinUp,
634,SOX4,product transcription factor SOX-4,LipidUp,
635,SPECC1L,"product sperm antigen with calponin homology and coiled-coil domains 1 like, transcript variant X5",ProteinUp,"GO:0005515,GO:0015629,GO:0007155,GO:0005515,GO:0005515"
636,SQSTM1,"product sequestosome 1, transcript variant X2",LipidUp,"GO:0005737,GO:0006468,GO:0042802,GO:0005829,GO:0043231,GO:0019901,GO:0005776,GO:0019899,GO:0031625,GO:0016605,GO:0070530,GO:0031397,GO:0006606,GO:0005739,GO:0000122,GO:0043122,GO:0006914,GO:0000932,GO:0043130,GO:0042169,GO:0097225,GO:0006366,GO:0007032,GO:0000423,GO:0098780,GO:0097009,GO:1903078,GO:0005080,GO:0044754,GO:0016236,GO:0035973,GO:0044753,GO:0061635,GO:0001659,GO:0000407,GO:1900273,GO:0035255,GO:0061912,GO:1905719,GO:0016234,GO:0016235,GO:0008270,GO:0005515,GO:0070342,GO:0008270,GO:0005515"
637,SRP19,product signal recognition particle 19 kDa protein,ProteinUp,"GO:0048500,GO:0005829,GO:0016604,GO:0005730,GO:0043022,GO:0005786,GO:0008312,GO:0006614"
638,SST,product somatostatin,LipidUp,"GO:0005615,GO:0030334,GO:0005179,GO:0005576"
639,ST8SIA6,"product ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6, transcript variant X2",LipidUp,"GO:0001835,GO:0006493,GO:0008373,GO:0001574,GO:0009100,GO:0009311,GO:0009247,GO:0016051,GO:0006486"
640,STRIP2,product striatin-interacting protein 2,ProteinUp,"GO:0005737,GO:0005829,GO:0016477,GO:0008360,GO:0007010"
641,STYXL1,product serine/threonine/tyrosine-interacting-like protein 1 isoform X2,LipidUp,"GO:0008138,GO:0016311,GO:0006470"
